antecedents,consequents,case_count,support,confidence,lift
"frozenset({'GABAPENTIN', 'PHENOBARBITAL'})",frozenset({'Product use issue'}),5,0.0008383635144198525,0.11111111111111112,55.22222222222222
"frozenset({'PREDNISOLONE', 'MELATONIN'})",frozenset({'Epistaxis'}),5,0.0008383635144198525,0.5,596.4
"frozenset({'ZOPICLONE', 'RIZATRIPTAN'})",frozenset({'Dysphonia'}),5,0.0008383635144198525,0.38461538461538464,458.7692307692308
"frozenset({'RISPERIDONE', 'RIVASTIGMINE'})",frozenset({'Parkinsonism'}),5,0.0008383635144198525,0.33333333333333337,90.36363636363637
"frozenset({'PHENOBARBITAL', 'BACLOFEN'})",frozenset({'Product use issue'}),5,0.0008383635144198525,0.10638297872340426,52.87234042553191
"frozenset({'MELATONIN', 'BACLOFEN'})",frozenset({'Product use issue'}),5,0.0008383635144198525,0.11627906976744186,57.7906976744186
"frozenset({'METOCLOPRAMIDE', 'LEVETIRACETAM'})",frozenset({'Rhabdomyolysis'}),4,0.0006706908115358819,0.7999999999999999,530.1333333333333
"frozenset({'LAMOTRIGINE', 'PRAMIPEXOLE'})",frozenset({'Adverse drug reaction'}),4,0.0006706908115358819,0.11111111111111112,73.62962962962963
"frozenset({'CLOBAZAM', 'ZOPICLONE'})",frozenset({'Nausea'}),4,0.0006706908115358819,0.15999999999999998,21.687272727272724
"frozenset({'DIAZEPAM', 'PHENOBARBITAL'})",frozenset({'Hyponatraemia'}),4,0.0006706908115358819,0.3333333333333333,56.8
"frozenset({'PROPRANOLOL', 'ZOPICLONE'})",frozenset({'Nausea'}),4,0.0006706908115358819,0.15999999999999998,21.687272727272724
"frozenset({'CLOBAZAM', 'MELATONIN'})",frozenset({'Product use issue'}),4,0.0006706908115358819,0.10526315789473684,52.315789473684205
"frozenset({'RISPERIDONE', 'PREGABALIN'})",frozenset({'Product prescribing error'}),4,0.0006706908115358819,0.15384615384615383,91.75384615384614
"frozenset({'MELATONIN', 'PHENOBARBITAL'})",frozenset({'Product prescribing error'}),4,0.0006706908115358819,0.10526315789473684,62.77894736842104
"frozenset({'DIAZEPAM', 'ZOPICLONE'})",frozenset({'Cardio-respiratory arrest'}),4,0.0006706908115358819,0.11428571428571428,61.96363636363636
"frozenset({'CANDESARTAN', 'PREDNISOLONE'})",frozenset({'Neutropenia'}),4,0.0006706908115358819,0.26666666666666666,42.983783783783785
"frozenset({'DULOXETINE', 'AMITRIPTYLINE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.2857142857142857,4.115942028985507
"frozenset({'AMANTADINE', 'PRAMIPEXOLE'})",frozenset({'Somnolence'}),4,0.0006706908115358819,0.13793103448275862,16.129817444219064
"frozenset({'IBUPROFEN', 'CARBAMAZEPINE'})",frozenset({'Aspiration'}),4,0.0006706908115358819,0.3333333333333333,497.0
"frozenset({'ZONISAMIDE', 'CLOBAZAM'})",frozenset({'Foetal exposure during pregnancy'}),4,0.0006706908115358819,0.14285714285714285,22.421052631578945
"frozenset({'ZONISAMIDE', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.14285714285714285,2.0579710144927534
"frozenset({'RISPERIDONE', 'RIVASTIGMINE'})",frozenset({'Off label use'}),4,0.0006706908115358819,0.26666666666666666,6.738983050847457
"frozenset({'PHENYTOIN', 'VALPROIC ACID'})",frozenset({'Premature delivery'}),4,0.0006706908115358819,0.11428571428571428,56.79999999999999
"frozenset({'LAMOTRIGINE', 'PRAMIPEXOLE'})",frozenset({'Therapy non-responder'}),4,0.0006706908115358819,0.11111111111111112,8.835555555555555
"frozenset({'CLOBAZAM', 'MELATONIN'})",frozenset({'Product prescribing error'}),4,0.0006706908115358819,0.10526315789473684,62.77894736842104
"frozenset({'METOCLOPRAMIDE', 'ZOPICLONE'})",frozenset({'Drug ineffective'}),4,0.0006706908115358819,0.36363636363636365,5.238471673254282
"frozenset({'LAMOTRIGINE', 'DIAZEPAM'})",frozenset({'Intestinal obstruction'}),4,0.0006706908115358819,0.125,106.5
